CASENO,OFFENSE_CAT,OFFENSE,EVENT_MONTH,EVENT_DAY,EVENT_YEAR,EVENT_TIME,CVLEGEND,EVENT_DOW,Day,BLKADDR,City,State,Latitude,Longitude
16043287,THEFT,THEFT MISD. (UNDER $950),7,21,2016,0,LARCENY,4,Thursday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16033461,THEFT,THEFT MISD. (UNDER $950),6,6,2016,21,LARCENY,1,Monday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16049626,NARCOTICS,NARCOTICS,8,23,2016,2,DRUG VIOLATION,2,Tuesday,2000 ALLSTON WAY,Berkeley,CA,37.869096,-122.270137
16057803,BURGLARY,BURGLARY COMMERCIAL,9,29,2016,9,BURGLARY - COMMERCIAL,4,Thursday,2100 MILVIA ST,Berkeley,CA,37.870603,-122.270612
16053045,THEFT,ROBBERY,9,8,2016,5,ROBBERY,4,Thursday,1800 FRANCISCO ST,Berkeley,CA,37.874827,-122.275696
16043499,THEFT,THEFT MISD. (UNDER $950),7,24,2016,13,LARCENY,0,Sunday,1000 ASHBY AVE,Berkeley,CA,37.851653,-122.289193
16035822,DISTURBANCE,DISTURBANCE,6,3,2016,0,DISORDERLY CONDUCT,5,Friday,2400 GRANT ST,Berkeley,CA,37.864714,-122.274572
16054156,NARCOTICS,NARCOTICS,9,13,2016,2,DRUG VIOLATION,2,Tuesday,800 BOLIVAR DR,Berkeley,CA,37.864768,-122.301615
16049054,THEFT,THEFT FROM AUTO,8,19,2016,23,LARCENY - FROM VEHICLE,5,Friday,2700 BUENA VISTA WAY,Berkeley,CA,37.881849,-122.258126
16059267,THEFT,THEFT MISD. (UNDER $950),10,5,2016,19,LARCENY,3,Wednesday,900 UNIVERSITY AVE,Berkeley,CA,37.868273,-122.295963
16053224,NARCOTICS,NARCOTICS,9,9,2016,0,DRUG VIOLATION,5,Friday,3000 SAN PABLO AVE,Berkeley,CA,37.851951,-122.286677
16042278,THEFT,THEFT MISD. (UNDER $950),7,16,2016,11,LARCENY,6,Saturday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16053976,BURGLARY,BURGLARY AUTO,9,12,2016,8,BURGLARY - VEHICLE,1,Monday,2900 COLLEGE AVE,Berkeley,CA,37.858483,-122.253191
16091814,IDENTITY THEFT,IDENTITY THEFT,10,19,2016,0,FRAUD,3,Wednesday,2000 FOURTH ST,Berkeley,CA,37.867026,-122.299737
16046358,THEFT,THEFT MISD. (UNDER $950),8,4,2016,9,LARCENY,4,Thursday,1400 ALCATRAZ AVE,Berkeley,CA,37.847682,-122.279381
16038843,FRAUD/FORGERY,FRAUD/FORGERY,6,10,2016,12,FRAUD,5,Friday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
16063067,VEHICLE THEFT,VEHICLE STOLEN,10,23,2016,22,MOTOR VEHICLE THEFT,0,Sunday,1000 SPRUCE ST,Berkeley,CA,37.890734,-122.267192
16051490,THEFT,THEFT FROM AUTO,8,31,2016,5,LARCENY - FROM VEHICLE,3,Wednesday,1400 BERKELEY WAY,Berkeley,CA,37.870881,-122.284399
16050651,IDENTITY THEFT,IDENTITY THEFT,8,25,2016,13,FRAUD,4,Thursday,1500 JUANITA WAY,Berkeley,CA,37.877596,-122.28657
16039365,THEFT,THEFT MISD. (UNDER $950),6,28,2016,10,LARCENY,2,Tuesday,800 ASHBY AVE,Berkeley,CA,37.850175,-122.293099
16063478,MISSING PERSON,MISSING ADULT,10,26,2016,9,MISSING PERSON,3,Wednesday,2400 ASHBY AVE,Berkeley,CA,37.856111,-122.260248
16091799,THEFT,THEFT MISD. (UNDER $950),10,19,2016,10,LARCENY,3,Wednesday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16046947,VANDALISM,VANDALISM,8,8,2016,13,VANDALISM,1,Monday,2200 OXFORD ST,Berkeley,CA,37.869625,-122.265892
16034375,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,6,10,2016,21,ASSAULT,5,Friday,1800 UNIVERSITY AVE,Berkeley,CA,37.871246,-122.274991
16033832,BURGLARY,BURGLARY AUTO,6,8,2016,11,BURGLARY - VEHICLE,3,Wednesday,WALNUT STREET & DELAWARE ST,Berkeley,CA,37.874929,-122.267601
16045579,FRAUD/FORGERY,FRAUD/FORGERY,8,3,2016,7,FRAUD,3,Wednesday,2600 REGENT ST,Berkeley,CA,37.863369,-122.257622
16045338,THEFT,THEFT FROM AUTO,8,1,2016,22,LARCENY - FROM VEHICLE,1,Monday,1200 CURTIS ST,Berkeley,CA,37.882957,-122.289458
16054632,BURGLARY,BURGLARY AUTO,9,15,2016,12,BURGLARY - VEHICLE,4,Thursday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16057737,BURGLARY,BURGLARY COMMERCIAL,9,29,2016,5,BURGLARY - COMMERCIAL,4,Thursday,1300 NINTH ST,Berkeley,CA,37.879708,-122.297995
16037216,THEFT,THEFT MISD. (UNDER $950),6,23,2016,18,LARCENY,4,Thursday,1200 ASHBY AVE,Berkeley,CA,37.852211,-122.286336
16091458,BURGLARY,BURGLARY AUTO,8,25,2016,14,BURGLARY - VEHICLE,4,Thursday,2000 FOURTH ST,Berkeley,CA,37.867026,-122.299737
16049942,THEFT,THEFT MISD. (UNDER $950),8,24,2016,15,LARCENY,3,Wednesday,1600 WOOLSEY ST,Berkeley,CA,37.850899,-122.276174
16054547,THEFT,THEFT MISD. (UNDER $950),9,14,2016,17,LARCENY,3,Wednesday,2400 VIRGINIA ST,Berkeley,CA,37.877548,-122.26271
16046455,NARCOTICS,NARCOTICS,8,7,2016,19,DRUG VIOLATION,0,Sunday,EASTSHORE HIGHWAY & GILMAN ST,Berkeley,CA,37.878312,-122.306543
16051538,VANDALISM,VANDALISM,8,31,2016,21,VANDALISM,3,Wednesday,1400 JOSEPHINE ST,Berkeley,CA,37.881141,-122.275177
16090969,THEFT,THEFT FELONY (OVER $950),6,12,2016,0,LARCENY,0,Sunday,1300 TENTH ST,Berkeley,CA,37.879996,-122.296893
16058251,NARCOTICS,NARCOTICS,10,1,2016,3,DRUG VIOLATION,6,Saturday,KITTREDGE STREET & MILVIA ST,Berkeley,CA,37.868164,-122.270363
16032594,THEFT,THEFT FELONY (OVER $950),5,28,2016,1,LARCENY,6,Saturday,EIGHTH STREET & HEINZ AVE,Berkeley,CA,37.853715,-122.290786
16045309,MISSING PERSON,MISSING ADULT,8,1,2016,22,MISSING PERSON,1,Monday,2300 COLLEGE AVE,Berkeley,CA,37.868957,-122.254552
16051326,DISTURBANCE,DISTURBANCE,8,30,2016,20,DISORDERLY CONDUCT,2,Tuesday,2200 HEARST AVE,Berkeley,CA,37.874182,-122.265937
16091785,THEFT,THEFT FELONY (OVER $950),10,17,2016,0,LARCENY,1,Monday,600 VIRGINIA ST,Berkeley,CA,37.871175,-122.304755
16091427,VANDALISM,VANDALISM,8,22,2016,13,VANDALISM,1,Monday,2300 PIEDMONT AVE,Berkeley,CA,37.869839,-122.252365
16091743,IDENTITY THEFT,IDENTITY THEFT,6,16,2016,1,FRAUD,4,Thursday,2300 SIXTH ST,Berkeley,CA,37.86313,-122.29611
16049020,DISTURBANCE,DISTURBANCE,8,20,2016,8,DISORDERLY CONDUCT,6,Saturday,1900 OREGON ST,Berkeley,CA,37.857054,-122.271393
16032575,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,6,2,2016,19,FAMILY OFFENSE,4,Thursday,1500 HARMON ST,Berkeley,CA,37.848812,-122.278043
16035818,BURGLARY,BURGLARY COMMERCIAL,6,16,2016,16,BURGLARY - COMMERCIAL,4,Thursday,2000 BERRYMAN ST,Berkeley,CA,37.883555,-122.272036
16034100,NARCOTICS,NARCOTICS,6,9,2016,16,DRUG VIOLATION,4,Thursday,SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,37.86939,-122.267883
16091426,THEFT,THEFT MISD. (UNDER $950),8,21,2016,15,LARCENY,0,Sunday,2200 CHANNING WAY,Berkeley,CA,37.866037,-122.265618
16062586,ALCOHOL OFFENSE,ALCOHOL OFFENSE,10,22,2016,1,LIQUOR LAW VIOLATION,6,Saturday,ASHBY AVENUE & MABEL ST,Berkeley,CA,37.85274,-122.283711
16046226,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,8,6,2016,17,ASSAULT,6,Saturday,500 ARLINGTON AVE,Berkeley,CA,37.901384,-122.276783
16054930,NARCOTICS,NARCOTICS,9,16,2016,20,DRUG VIOLATION,5,Friday,61ST STREET & IDAHO ST,Berkeley,CA,37.848877,-122.281728
16038684,FRAUD/FORGERY,FRAUD/FORGERY,6,29,2016,14,FRAUD,3,Wednesday,2700 RUSSELL ST,Berkeley,CA,37.858518,-122.252653
16091401,IDENTITY THEFT,IDENTITY THEFT,8,18,2016,18,FRAUD,4,Thursday,1000 SHATTUCK AVE,Berkeley,CA,37.889494,-122.269171
16091711,THEFT,THEFT MISD. (UNDER $950),9,30,2016,19,LARCENY,5,Friday,2600 FULTON ST,Berkeley,CA,37.862334,-122.264828
16091388,THEFT,THEFT MISD. (UNDER $950),8,5,2016,21,LARCENY,5,Friday,1176 UNIVERSITY AVE,Berkeley,CA,37.869301,-122.290136
16060670,BURGLARY,BURGLARY AUTO,10,12,2016,13,BURGLARY - VEHICLE,3,Wednesday,100 SEAWALL DR,Berkeley,CA,37.863611,-122.317566
16047122,THEFT,ROBBERY,8,11,2016,0,ROBBERY,4,Thursday,PARKER STREET & ELLSWORTH ST,Berkeley,CA,37.862763,-122.262639
16043791,VANDALISM,VANDALISM,7,25,2016,20,VANDALISM,1,Monday,BLAKE STREET & CHILTON WAY,Berkeley,CA,37.864101,-122.25956
16032616,THEFT,THEFT FELONY (OVER $950),6,2,2016,21,LARCENY,4,Thursday,200 MARINA BLVD,Berkeley,CA,37.868667,-122.313656
16048949,ALCOHOL OFFENSE,ALCOHOL OFFENSE,8,19,2016,21,LIQUOR LAW VIOLATION,5,Friday,SAN PABLO AVENUE & VIRGINIA ST,Berkeley,CA,37.873426,-122.293614
16060406,BURGLARY,BURGLARY AUTO,10,11,2016,9,BURGLARY - VEHICLE,2,Tuesday,SPRUCE STREET & VASSAR AVE,Berkeley,CA,37.901928,-122.270672
16091804,BURGLARY,BURGLARY AUTO,10,14,2016,15,BURGLARY - VEHICLE,5,Friday,2700 COLLEGE AVE,Berkeley,CA,37.861645,-122.253508
16062457,ALCOHOL OFFENSE,ALCOHOL OFFENSE,10,21,2016,19,LIQUOR LAW VIOLATION,5,Friday,COLLEGE AVENUE & CHANNING WAY,Berkeley,CA,37.867482,-122.254253
16053441,NARCOTICS,NARCOTICS,9,9,2016,22,DRUG VIOLATION,5,Friday,UNIVERSITY AVENUE & SAN PABLO AVE,Berkeley,CA,37.869041,-122.292204
16052424,ALCOHOL OFFENSE,ALCOHOL OFFENSE,9,4,2016,22,LIQUOR LAW VIOLATION,0,Sunday,VINE STREET & M L KING JR WAY,Berkeley,CA,37.87965,-122.273873
16042835,BURGLARY,BURGLARY RESIDENTIAL,7,21,2016,12,BURGLARY - RESIDENTIAL,4,Thursday,1800 HEARST AVE,Berkeley,CA,37.873025,-122.275438
16054392,DISTURBANCE,DISTURBANCE,9,14,2016,9,DISORDERLY CONDUCT,3,Wednesday,800 REGAL RD,Berkeley,CA,37.894843,-122.268425
16064641,MISSING PERSON,MISSING ADULT,10,31,2016,11,MISSING PERSON,1,Monday,1600 ALCATRAZ AVE,Berkeley,CA,37.848152,-122.275807
16044239,BRANDISHING,BRANDISHING,7,28,2016,6,WEAPONS OFFENSE,4,Thursday,2300 TELEGRAPH AVE,Berkeley,CA,37.868714,-122.259189
16049061,VEHICLE THEFT,VEHICLE STOLEN,8,20,2016,10,MOTOR VEHICLE THEFT,6,Saturday,HILLSIDE AVENUE & HILLSIDE CT,Berkeley,CA,37.867377,-122.249581
16047242,BURGLARY,BURGLARY RESIDENTIAL,8,10,2016,17,BURGLARY - RESIDENTIAL,3,Wednesday,1700 OXFORD ST,Berkeley,CA,37.876881,-122.266666
16090948,THEFT,THEFT FELONY (OVER $950),6,6,2016,20,LARCENY,1,Monday,2400 MILVIA ST,Berkeley,CA,37.865466,-122.27005
16091424,THEFT,THEFT MISD. (UNDER $950),8,19,2016,19,LARCENY,5,Friday,1500 ASHBY AVE,Berkeley,CA,37.853316,-122.278738
16091856,THEFT,THEFT MISD. (UNDER $950),10,27,2016,0,LARCENY,4,Thursday,900 REGAL RD,Berkeley,CA,37.894495,-122.265523
16059231,BURGLARY,BURGLARY RESIDENTIAL,10,5,2016,15,BURGLARY - RESIDENTIAL,3,Wednesday,2400 PROSPECT ST,Berkeley,CA,37.867717,-122.249901
16032247,BURGLARY,BURGLARY AUTO,5,31,2016,18,BURGLARY - VEHICLE,2,Tuesday,1000 KEITH AVE,Berkeley,CA,37.890366,-122.266998
16037364,THEFT,THEFT MISD. (UNDER $950),6,21,2016,12,LARCENY,2,Tuesday,1300 BLAKE ST,Berkeley,CA,37.860796,-122.285111
16062361,THEFT,THEFT FROM AUTO,10,14,2016,0,LARCENY - FROM VEHICLE,5,Friday,TELEGRAPH AVENUE & DERBY ST,Berkeley,CA,37.861387,-122.259001
16090956,BURGLARY,BURGLARY AUTO,6,9,2016,23,BURGLARY - VEHICLE,4,Thursday,2900 FOREST AVE,Berkeley,CA,37.861664,-122.24876
16059239,THEFT,THEFT FROM PERSON,10,5,2016,17,LARCENY,3,Wednesday,ADELINE STREET & ASHBY AVE,Berkeley,CA,37.854629,-122.26916
16037153,VANDALISM,VANDALISM,6,23,2016,10,VANDALISM,4,Thursday,HEARST AVENUE & HENRY ST,Berkeley,CA,37.873745,-122.269775
16062394,THEFT,THEFT MISD. (UNDER $950),10,21,2016,14,LARCENY,5,Friday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16091236,IDENTITY THEFT,IDENTITY THEFT,7,3,2016,14,FRAUD,0,Sunday,2700 FULTON ST,Berkeley,CA,37.860552,-122.264511
16039307,BURGLARY,BURGLARY RESIDENTIAL,7,3,2016,2,BURGLARY - RESIDENTIAL,0,Sunday,2700 NINTH ST,Berkeley,CA,37.85736,-122.290804
16055519,VEHICLE THEFT,VEHICLE STOLEN,9,19,2016,13,MOTOR VEHICLE THEFT,1,Monday,FOLGER AVENUE & SAN PABLO AVE,Berkeley,CA,37.850967,-122.28623
16062162,VEHICLE THEFT,VEHICLE STOLEN,10,19,2016,22,MOTOR VEHICLE THEFT,3,Wednesday,800 CHANNING WAY,Berkeley,CA,37.861553,-122.296599
16090972,VANDALISM,VANDALISM,6,13,2016,1,VANDALISM,1,Monday,1000 HEARST AVE,Berkeley,CA,37.869993,-122.294774
16054534,THEFT,ROBBERY,9,14,2016,23,ROBBERY,3,Wednesday,1600 STUART ST,Berkeley,CA,37.857246,-122.277347
16030941,VANDALISM,VANDALISM,5,26,2016,1,VANDALISM,4,Thursday,1200 VIRGINIA ST,Berkeley,CA,37.873941,-122.289763
16050291,THEFT,THEFT FROM PERSON,8,26,2016,10,LARCENY,5,Friday,1200 SAN PABLO AVE,Berkeley,CA,37.882067,-122.296392
16039894,THEFT,ROBBERY,7,6,2016,10,ROBBERY,3,Wednesday,1200 SAN PABLO AVE,Berkeley,CA,37.882067,-122.296392
16036449,BRANDISHING,BRANDISHING,6,20,2016,10,WEAPONS OFFENSE,1,Monday,1700 TENTH ST,Berkeley,CA,37.873025,-122.294652
16035275,DISTURBANCE,DISTURBANCE,6,15,2016,3,DISORDERLY CONDUCT,3,Wednesday,2100 KITTREDGE ST,Berkeley,CA,37.868512,-122.26781
16091202,IDENTITY THEFT,IDENTITY THEFT,7,14,2016,10,FRAUD,4,Thursday,1000 GILMAN ST,Berkeley,CA,37.88015,-122.297446
16046546,VEHICLE THEFT,VEHICLE STOLEN,8,7,2016,21,MOTOR VEHICLE THEFT,0,Sunday,1600 EUCLID AVE,Berkeley,CA,37.879267,-122.260988
16091176,BURGLARY,BURGLARY AUTO,7,15,2016,15,BURGLARY - VEHICLE,5,Friday,1000 KEITH AVE,Berkeley,CA,37.890366,-122.266998
16038530,THEFT,THEFT FROM AUTO,6,30,2016,0,LARCENY - FROM VEHICLE,4,Thursday,WOOLSEY STREET & REGENT ST,Berkeley,CA,37.853467,-122.256168
16042411,GUN/WEAPON,GUN/WEAPON,7,19,2016,2,WEAPONS OFFENSE,2,Tuesday,FAIRVIEW STREET & ADELINE ST,Berkeley,CA,37.850676,-122.270799
16091522,VANDALISM,VANDALISM,9,1,2016,1,VANDALISM,4,Thursday,1200 CARLETON ST,Berkeley,CA,37.858785,-122.28661
16042694,FRAUD/FORGERY,FRAUD/FORGERY,7,17,2016,14,FRAUD,0,Sunday,1800 FOURTH ST,Berkeley,CA,37.869944,-122.300636
16091801,THEFT,THEFT MISD. (UNDER $950),10,19,2016,18,LARCENY,3,Wednesday,SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,37.86939,-122.267883
16091009,BURGLARY,BURGLARY AUTO,6,17,2016,23,BURGLARY - VEHICLE,5,Friday,2700 WEBSTER ST,Berkeley,CA,37.855798,-122.252708
16055381,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,9,18,2016,19,ASSAULT,0,Sunday,1400 OREGON ST,Berkeley,CA,37.855793,-122.281493
16034522,THEFT,THEFT MISD. (UNDER $950),6,11,2016,15,LARCENY,6,Saturday,1800 FOURTH ST,Berkeley,CA,37.869944,-122.300636
16050198,THEFT,THEFT MISD. (UNDER $950),8,25,2016,9,LARCENY,4,Thursday,2200 ROOSEVELT AVE,Berkeley,CA,37.868194,-122.276063
16052923,NARCOTICS,NARCOTICS,9,7,2016,16,DRUG VIOLATION,3,Wednesday,2000 HEARST AVE,Berkeley,CA,37.873639,-122.27064
16044503,BURGLARY,BURGLARY RESIDENTIAL,7,29,2016,12,BURGLARY - RESIDENTIAL,5,Friday,2000 CHANNING WAY,Berkeley,CA,37.865501,-122.269774
16091613,THEFT,THEFT FELONY (OVER $950),9,17,2016,22,LARCENY,6,Saturday,3000 COLLEGE AVE,Berkeley,CA,37.855925,-122.252939
16042674,FRAUD/FORGERY,FRAUD/FORGERY,7,20,2016,10,FRAUD,3,Wednesday,2800 COLLEGE AVE,Berkeley,CA,37.859988,-122.253339
16045635,THEFT,THEFT FROM PERSON,8,3,2016,16,LARCENY,3,Wednesday,DURANT AVENUE & BOWDITCH ST,Berkeley,CA,37.868103,-122.25672
16060625,THEFT,THEFT FROM AUTO,10,11,2016,18,LARCENY - FROM VEHICLE,2,Tuesday,1800 HEARST AVE,Berkeley,CA,37.873025,-122.275438
16042026,ALCOHOL OFFENSE,ALCOHOL OFFENSE,7,17,2016,0,LIQUOR LAW VIOLATION,0,Sunday,UNIVERSITY AVENUE & MCGEE AVE,Berkeley,CA,37.870924,-122.277518
16047497,FRAUD/FORGERY,FRAUD/FORGERY,8,12,2016,17,FRAUD,5,Friday,3200 KING ST,Berkeley,CA,37.850106,-122.273827
16041398,BURGLARY,BURGLARY RESIDENTIAL,7,13,2016,13,BURGLARY - RESIDENTIAL,3,Wednesday,2000 FIFTH ST,Berkeley,CA,37.867271,-122.298682
16057137,BURGLARY,BURGLARY RESIDENTIAL,9,26,2016,9,BURGLARY - RESIDENTIAL,1,Monday,1600 OREGON ST,Berkeley,CA,37.856335,-122.277333
16091061,THEFT,THEFT MISD. (UNDER $950),6,27,2016,0,LARCENY,1,Monday,2900 PINE AVE,Berkeley,CA,37.858759,-122.248521
16054971,2ND RESPONSE,2ND RESPONSE,9,17,2016,0,NOISE VIOLATION,6,Saturday,2600 WOOLSEY ST,Berkeley,CA,37.853626,-122.254874
16032893,VEHICLE THEFT,VEHICLE STOLEN,6,3,2016,21,MOTOR VEHICLE THEFT,5,Friday,CENTER STREET & M L KING JR WAY,Berkeley,CA,37.869692,-122.272792
16047047,DISTURBANCE,DISTURBANCE,8,5,2016,13,DISORDERLY CONDUCT,5,Friday,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
16039350,DISTURBANCE,DISTURBANCE,7,3,2016,18,DISORDERLY CONDUCT,0,Sunday,TELEGRAPH AVENUE & DWIGHT WAY,Berkeley,CA,37.865121,-122.258455
16047437,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,8,11,2016,11,ASSAULT,4,Thursday,ALCATRAZ AVENUE & CALIFORNIA ST,Berkeley,CA,37.848152,-122.275807
16047230,THEFT,THEFT FROM AUTO,8,9,2016,16,LARCENY - FROM VEHICLE,2,Tuesday,1300 ASHBY AVE,Berkeley,CA,37.85274,-122.283711
16063364,BURGLARY,BURGLARY AUTO,10,25,2016,17,BURGLARY - VEHICLE,2,Tuesday,2300 FOURTH ST,Berkeley,CA,37.862843,-122.298368
16036579,BURGLARY,BURGLARY RESIDENTIAL,6,20,2016,8,BURGLARY - RESIDENTIAL,1,Monday,1300 CARRISON ST,Berkeley,CA,37.851944,-122.28349
16054301,BURGLARY,BURGLARY RESIDENTIAL,9,13,2016,9,BURGLARY - RESIDENTIAL,2,Tuesday,1100 GILMAN ST,Berkeley,CA,37.880667,-122.29489
16034201,NARCOTICS,NARCOTICS,6,10,2016,2,DRUG VIOLATION,5,Friday,2100 MILVIA ST,Berkeley,CA,37.870603,-122.270612
16059245,BURGLARY,BURGLARY AUTO,10,5,2016,17,BURGLARY - VEHICLE,3,Wednesday,1200 FIFTH ST,Berkeley,CA,37.880786,-122.303067
16053463,GUN/WEAPON,GUN/WEAPON,9,10,2016,0,WEAPONS OFFENSE,6,Saturday,EIGHTH STREET & PAGE ST,Berkeley,CA,37.876867,-122.298294
16035835,MISSING PERSON,MISSING ADULT,6,17,2016,12,MISSING PERSON,5,Friday,1900 CENTER ST,Berkeley,CA,37.869685,-122.272804
16060222,BURGLARY,BURGLARY AUTO,10,10,2016,5,BURGLARY - VEHICLE,1,Monday,1500 ADA ST,Berkeley,CA,37.880035,-122.282882
16091483,BURGLARY,BURGLARY AUTO,8,3,2016,19,BURGLARY - VEHICLE,3,Wednesday,1300 SAN PABLO AVE,Berkeley,CA,37.880262,-122.295809
16034945,BURGLARY,BURGLARY AUTO,6,13,2016,16,BURGLARY - VEHICLE,1,Monday,CHANNING WAY & FOURTH ST,Berkeley,CA,37.861313,-122.297894
16032985,VEHICLE THEFT,VEHICLE STOLEN,6,1,2016,18,MOTOR VEHICLE THEFT,3,Wednesday,1900 SAN PABLO AVE,Berkeley,CA,37.870236,-122.292591
16056555,THEFT,THEFT MISD. (UNDER $950),9,23,2016,16,LARCENY,5,Friday,2000 ADDISON ST,Berkeley,CA,37.870867,-122.270635
16055196,2ND RESPONSE,2ND RESPONSE,9,17,2016,22,NOISE VIOLATION,6,Saturday,2500 HILLEGASS AVE,Berkeley,CA,37.865149,-122.256487
16052845,THEFT,THEFT MISD. (UNDER $950),9,6,2016,18,LARCENY,2,Tuesday,1500 BANCROFT WAY,Berkeley,CA,37.865918,-122.280793
16044246,THEFT,THEFT MISD. (UNDER $950),7,28,2016,8,LARCENY,4,Thursday,2300 TELEGRAPH AVE,Berkeley,CA,37.868714,-122.259189
16034454,VEHICLE THEFT,VEHICLE STOLEN,6,10,2016,18,MOTOR VEHICLE THEFT,5,Friday,2600 CHANNING WAY,Berkeley,CA,37.867301,-122.255777
16050389,BURGLARY,BURGLARY RESIDENTIAL,8,21,2016,12,BURGLARY - RESIDENTIAL,0,Sunday,1100 MONTEREY AVE,Berkeley,CA,37.88619,-122.279993
16091783,BURGLARY,BURGLARY AUTO,10,16,2016,8,BURGLARY - VEHICLE,0,Sunday,1600 SAN PABLO AVE,Berkeley,CA,37.875189,-122.294176
16045836,VEHICLE THEFT,VEHICLE STOLEN,8,3,2016,22,MOTOR VEHICLE THEFT,3,Wednesday,1500 OREGON ST,Berkeley,CA,37.856078,-122.279311
16056604,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,9,24,2016,9,ASSAULT,6,Saturday,2000 OREGON ST,Berkeley,CA,37.857409,-122.268473
16040375,THEFT,THEFT FROM AUTO,7,4,2016,12,LARCENY - FROM VEHICLE,1,Monday,1200 GILMAN ST,Berkeley,CA,37.881003,-122.293212
16057565,VEHICLE THEFT,VEHICLE STOLEN,9,28,2016,12,MOTOR VEHICLE THEFT,3,Wednesday,2100 SAN PABLO AVE,Berkeley,CA,37.867533,-122.291719
16091347,THEFT,THEFT MISD. (UNDER $950),8,9,2016,17,LARCENY,2,Tuesday,1700 HOPKINS ST,Berkeley,CA,37.882943,-122.279383
16091642,BURGLARY,BURGLARY AUTO,9,23,2016,13,BURGLARY - VEHICLE,5,Friday,100 THE PLAZA DR,Berkeley,CA,37.854941,-122.242411
16047033,VANDALISM,VANDALISM,8,5,2016,17,VANDALISM,5,Friday,1900 HEARST AVE,Berkeley,CA,37.873327,-122.273214
16049411,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,8,22,2016,5,FAMILY OFFENSE,1,Monday,1200 ASHBY AVE,Berkeley,CA,37.852211,-122.286336
16054786,BURGLARY,BURGLARY AUTO,9,16,2016,5,BURGLARY - VEHICLE,5,Friday,1700 SOLANO AVE,Berkeley,CA,37.891214,-122.282158
16040685,THEFT,ROBBERY,7,10,2016,12,ROBBERY,0,Sunday,2000 VINE ST,Berkeley,CA,37.879921,-122.271646
16048232,VANDALISM,VANDALISM,8,15,2016,18,VANDALISM,1,Monday,2300 PRINCE ST,Berkeley,CA,37.853683,-122.261744
16056050,VANDALISM,VANDALISM,9,21,2016,19,VANDALISM,3,Wednesday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16052868,BURGLARY,BURGLARY AUTO,9,7,2016,2,BURGLARY - VEHICLE,3,Wednesday,3100 MABEL ST,Berkeley,CA,37.851107,-122.28324
16091696,THEFT,THEFT MISD. (UNDER $950),10,2,2016,22,LARCENY,0,Sunday,2300 COLLEGE AVE,Berkeley,CA,37.868957,-122.254552
16061198,VEHICLE THEFT,VEHICLE STOLEN,10,14,2016,21,MOTOR VEHICLE THEFT,5,Friday,1200 OXFORD ST,Berkeley,CA,37.885776,-122.267671
16044174,BURGLARY,BURGLARY AUTO,7,22,2016,18,BURGLARY - VEHICLE,5,Friday,1300 HEARST AVE,Berkeley,CA,37.871317,-122.286575
16035171,THEFT,THEFT MISD. (UNDER $950),6,14,2016,15,LARCENY,2,Tuesday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16039626,VEHICLE THEFT,VEHICLE STOLEN,7,5,2016,0,MOTOR VEHICLE THEFT,2,Tuesday,2000 NINTH ST,Berkeley,CA,37.868591,-122.294393
16037408,BURGLARY,BURGLARY AUTO,6,24,2016,8,BURGLARY - VEHICLE,5,Friday,TELEGRAPH AVENUE & CHANNING WAY,Berkeley,CA,37.866919,-122.258812
16057307,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,9,27,2016,11,FAMILY OFFENSE,2,Tuesday,ADDISON STREET & EIGHTH ST,Berkeley,CA,37.86715,-122.295113
16091525,BURGLARY,BURGLARY AUTO,9,6,2016,0,BURGLARY - VEHICLE,2,Tuesday,1000 KEELER AVE,Berkeley,CA,37.893972,-122.260709
16050280,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,8,26,2016,9,ASSAULT,5,Friday,FULTON STREET & KITTREDGE ST,Berkeley,CA,37.868706,-122.266279
16091753,THEFT,THEFT FELONY (OVER $950),9,14,2016,11,LARCENY,3,Wednesday,1000 MIDDLEFIELD RD,Berkeley,CA,37.895331,-122.256613
16091017,BURGLARY,BURGLARY AUTO,6,19,2016,18,BURGLARY - VEHICLE,0,Sunday,2650 HASTE ST,Berkeley,CA,37.866463,-122.2552
16036098,THEFT,THEFT FELONY (OVER $950),6,18,2016,20,LARCENY,6,Saturday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
